Protein A	Protein B	T	S	uncertainty
Q96IQ9	Q5T3I0	0	0.5833314	0.9722235
Q401N2	Q8NHS3	1	0.6454624	0.9153628
Q9UBS4	Q32P28	1	0.6319797	0.93032545
P21675	O75683	0	0.78790534	0.6684421
Q9Y3E2	Q8NBI6	0	0.40857974	0.96656936
Q8IWV8	O75569	0	0.5775805	0.975925
P62847	Q9BVJ6	1	0.8700518	0.45224667
O43290	Q9GZM5	0	0.113854945	0.403568
Q8WUD4	Q2TBE0	1	0.47321722	0.9971307
Q13485	Q6R327	1	0.3924401	0.95372355
O94761	Q9UPY3	1	0.6344303	0.927714
P15336	P30040	1	0.2959775	0.8334993
P61604	Q9UJV9	0	0.52322215	0.9978429
O95243	P80188	1	0.27409747	0.7958722
Q16740	Q7L5N1	0	0.5189075	0.99857
Q3V5L5	Q9H582	0	0.20085931	0.6420594
Q8WY22	A0JLT2	0	0.12204023	0.42858565
Q02363	O95199	1	0.57570004	0.977078
Q5VWG9	Q13887	0	0.36906648	0.93142563
P61247	P62857	1	0.5567821	0.98710316
P26373	Q14146	1	0.31324774	0.8604944
Q969J2	P01106	0	0.5170767	0.99883354
P62424	P62854	1	0.72214895	0.8025994
Q96MN9	Q9NX09	1	0.6325367	0.9297361
P78563	Q9GZM5	0	0.14302358	0.49027133
Q9HD45	Q96SK2	0	0.5800691	0.97435576
Q92905	Q9Y3D3	0	0.5556303	0.98762107
P61081	P62701	1	0.20766439	0.65815955
P45880	Q9BYS1	0	0.5336449	0.9954721
P55317	Q9Y2R4	1	0.4730348	0.99709153
Q12906	Q9BUK6	0	0.2662547	0.78145254
Q99832	Q9Y3C7	1	0.5052686	0.99988896
Q5TGY1	P15822	0	0.27837417	0.80352795
Q8TDD1	Q9P0S3	0	0.209283	0.6619345
O15431	P49642	1	0.27374145	0.79522824
P49411	P62854	1	0.45259643	0.9910116
P68036	Q6NUN9	0	0.361023	0.9227416
O43361	Q9UKP3	0	0.43506607	0.98313427
P62888	Q8IVM8	0	0.20651643	0.65546954
P16401	P62857	1	0.48031878	0.9984506
P19447	Q8NBB4	1	0.345977	0.9051077
Q13520	Q8N5I4	1	0.64327204	0.9178925
Q8N0Y2	Q96M94	1	0.5171378	0.9988252
P43681	Q5T9L3	1	0.67374086	0.8792564
Q8IVS2	P30519	0	0.5808706	0.97383976
Q92560	Q9H9B4	0	0.5770805	0.9762344
Q9Y3S2	P46098	0	0.28842074	0.82093686
Q99459	P49368	1	0.22838524	0.7049017
Q9NYW3	Q96CB8	1	0.24418828	0.73824143
Q92633	O95455	0	0.27857682	0.80388707
P62805	Q96Q45	1	0.18108104	0.5931628
Q7Z5J4	P08047	0	0.56899947	0.9809563
Q9NPI1	O95786	0	0.6218668	0.9405939
Q9NRP0	Q9H0E9	0	0.2373176	0.7239918
Q9Y3E5	O43513	0	0.3197927	0.8701013
O14625	P40692	0	0.522772	0.99792576
Q96MX3	Q8TDD1	1	0.700936	0.8384989
Q8TCT7	Q8WUW1	1	0.22344415	0.6940674
Q9H0G5	Q96S59	1	0.15368153	0.5202541
Q96C86	Q7Z3K3	1	0.32970315	0.88399595
Q13127	Q9BU76	1	0.72845256	0.7912377
Q495W5	Q96EL3	0	0.21787386	0.68161935
P14061	Q01814	1	0.58591866	0.9704719
P46782	Q71U36	0	0.3642065	0.9262405
O15218	Q9GZR5	1	0.6519829	0.9076048
Q9NQV6	Q15942	0	0.43236557	0.9817024
Q93063	Q6ZNB6	0	0.5706827	0.9800158
Q9Y3D5	P82921	1	0.4557854	0.9921803
Q2KHR3	Q8N490	0	0.26090583	0.7713359
P48643	Q96N77	1	0.19999687	0.6399925
Q9H8H2	Q8TDL5	1	0.28050852	0.80729395
P01106	Q9BV94	0	0.29673973	0.83474106
P82650	P13667	0	0.589116	0.96823335
Q9BSJ5	O75251	1	0.3011195	0.8417862
P01215	Q9P0J7	0	0.42901063	0.97984207
Q96KM6	P13010	0	0.6488135	0.9114182
O96005	P20309	0	0.7498668	0.7502664
P37840	Q96EL3	0	0.3631853	0.9251269
Q9H2U1	O43257	0	0.5918561	0.9662498
Q01664	P62851	0	0.5193393	0.998504
Q14562	Q86XP3	1	0.8954382	0.37451455
Q13887	Q9H2F3	0	0.2969702	0.8351156
Q86UK7	O75947	1	0.30173573	0.8427651
Q92546	Q8NAC3	0	0.48195046	0.99869686
P51610	Q5JXX7	0	0.34129325	0.8992487
Q9H1E5	Q9NX01	0	0.2088516	0.66093045
P42766	Q9BRJ6	1	0.8361543	0.54800117
Q86TJ2	P10244	0	0.5490233	0.9903869
Q401N2	Q96N21	0	0.46971095	0.9963303
Q9Y581	Q9UL63	1	0.32529607	0.8779142
Q96JP5	P61247	0	0.64041173	0.92113817
P34995	Q9Y450	0	0.3183301	0.8679842
Q86YP4	Q9UBB5	1	0.6034929	0.95715684
O95600	P46782	1	0.5478633	0.99083644
P01106	Q16594	1	0.61112267	0.950607
Q6ISU1	Q9NX58	0	0.32630682	0.8793227
Q93063	Q9P0R6	1	0.228982	0.706197
Q9H2K0	O75251	1	0.9492073	0.19285119
P30411	Q96B42	0	0.6931492	0.8507735
O43927	Q99742	0	0.49545348	0.9999173
Q03989	O43741	1	0.46927166	0.9962231
Q9UKT9	Q9UBB5	1	0.66189134	0.8951648
P05198	Q96NA2	1	0.2684835	0.78560036
O95786	O43759	0	0.3564109	0.9175287
Q99583	P01106	1	0.60339916	0.95723444
Q9Y483	Q15022	1	0.5981295	0.9614824
Q15672	Q9H3R0	0	0.559802	0.9856949
P55201	Q3B8N2	0	0.27989233	0.80621046
P57055	Q8N3Y7	1	0.3229819	0.87465835
P82932	P30989	0	0.18848057	0.6118226
O75381	P02686	0	0.7119736	0.82026875
Q13162	Q14592	0	0.33022255	0.88470244
P10176	Q96EY1	1	0.82838225	0.5686604
P13501	P14416	1	0.58368695	0.971986
O15432	Q86UK7	0	0.22294602	0.6929643
P53539	P49642	0	0.6378127	0.92403066
Q96D03	Q9NPJ8	1	0.49687704	0.99996096
P41002	P62805	1	0.42908052	0.97988176
Q6UXA7	Q9Y5L4	1	0.66262037	0.89421844
P19404	Q9NP80	0	0.46248686	0.99437106
O00585	P14416	1	0.59769523	0.96182257
P55085	P04920	1	0.7086072	0.82593215
Q7L2E3	Q9H0C1	0	0.58263624	0.97268504
O60682	Q02363	1	0.4998907	1.0
Q9UGP8	O96000	0	0.55207443	0.989153
P25440	Q86YP4	1	0.5783586	0.9754397
P78371	P41597	0	0.26438895	0.77794975
Q9GZR7	O43674	0	0.23276222	0.71433586
P61247	Q9H0R3	0	0.15422685	0.52176374
Q9UI09	Q2WGJ6	0	0.27265087	0.79324955
P46098	Q6UWU4	1	0.6354156	0.92665046
O15062	O95365	1	0.6624617	0.8944248
Q71U36	O60762	1	0.475063	0.99751264
Q92560	P25490	1	0.33713293	0.8938973
Q01664	Q9GZR7	0	0.58984524	0.9677113
Q9P2X7	Q9C0J9	1	0.4308545	0.9808756
Q96LY2	Q15008	1	0.14738965	0.5026638
O60216	P62424	0	0.7992688	0.6417528
Q9Y3D5	P82650	1	0.8509475	0.5073434
O43638	Q13405	0	0.27001703	0.78843135
P78563	Q6ZVD7	1	0.36727256	0.9295337
P09382	Q16637	1	0.5171859	0.9988186
O15014	P30044	0	0.3003759	0.84060085
Q9NWZ8	Q96HC4	1	0.6418478	0.9195168
Q9NR77	Q08211	0	0.14290051	0.4899198
Q99714	Q12792	0	0.55351675	0.9885438
Q9Y6Y0	Q9BS40	0	0.67042106	0.8838267
P41002	Q9UJ83	1	0.42873657	0.9796861
Q6NUN9	Q8N6G5	0	0.22496586	0.6974249
Q9UGI8	P22362	0	0.48050278	0.9984794
P41002	Q8N8A6	1	0.5756074	0.97713405
Q6UWN0	Q03989	0	0.34713393	0.9065279
Q9H0E9	Q6SPF0	1	0.59103125	0.96685326
Q9Y618	O75376	1	0.7755811	0.69622016
O14957	Q9Y5L4	0	0.5198594	0.99842244
Q9NZB2	P26196	1	0.59056336	0.9671931
P31939	Q96DG6	1	0.4825472	0.9987817
Q13304	O75907	1	0.6994391	0.8408962
O75081	Q96S59	1	0.4774581	0.99796736
P30040	Q5TGU0	1	0.59470546	0.9641235
Q9UBB9	P31939	0	0.5686415	0.98115337
P63279	Q9Y4E5	1	0.3842016	0.9463629
Q8N8A6	O14880	0	0.32102042	0.8718653
Q9Y2K1	O43488	1	0.37353736	0.9360288
Q9GZW8	P62266	0	0.31695446	0.8659773
O95994	Q8N653	0	0.3952309	0.9560937
Q9Y3S2	Q99677	0	0.22305088	0.6931967
P01106	P13010	1	0.6015418	0.95875704
Q9NYU2	P78423	0	0.77764255	0.69165844
P80188	Q9P2R6	0	0.23197275	0.7126456
Q58F21	Q8WXX5	1	0.42174003	0.9755015
P52569	Q9GZN7	0	0.2822396	0.8103216
Q5VYX0	P02808	1	0.4985297	0.9999914
Q8N1F7	Q9NQ11	0	0.37504253	0.9375425
P18621	Q9H7N4	1	0.73214924	0.7844269
Q9UKX7	P29083	1	0.53186995	0.9959372
Q9BX68	P82912	1	0.868944	0.45552135
Q96S59	Q16698	1	0.29237494	0.8275673
Q08211	P27540	0	0.6766051	0.87524253
Q6UWN0	O75475	0	0.098974876	0.3567154
Q401N2	Q8WY22	1	0.60994625	0.9516473
Q9Y5Y3	Q9NX76	1	0.6242929	0.93820506
P05090	P25208	0	0.41461256	0.970836
P62899	P46013	1	0.5623653	0.9844423
Q8IYD1	Q9NZB2	1	0.364789	0.92687196
P54274	Q9UH92	0	0.5191427	0.9985342
O95274	Q96S52	1	0.7739222	0.6998665
O14880	Q9UI09	1	0.8533129	0.50067997
Q9H8H2	P35268	1	0.73275405	0.7833022
Q9UI95	Q9NY93	1	0.476704	0.9978292
Q9UIG0	Q96T23	1	0.7016446	0.8373578
Q8NBP5	Q9UKD1	0	0.15783258	0.5316858
Q99497	Q06136	0	0.54039246	0.99347377
O95600	Q7Z3K3	1	0.68700016	0.86012375
O75478	P46782	0	0.60151726	0.958777
O94762	Q9H2U1	1	0.73779386	0.7738163
Q9BQ95	P03886	1	0.69052505	0.8548008
P0C7P0	P10620	1	0.91733396	0.30332947
Q9GZR5	Q13323	1	0.6421481	0.9191757
P14854	Q969R5	0	0.47949758	0.9983187
Q14145	Q15022	0	0.6110442	0.95067674
O75683	Q495W5	0	0.29093185	0.82516205
P0C5Z0	P82930	0	0.48370346	0.9989376
Q9H9B4	Q99750	0	0.59495974	0.9639306
Q14146	O43524	0	0.547819	0.99085337
Q86UK7	O15372	1	0.42071086	0.9748529
Q99459	Q8N2M8	0	0.8136213	0.6065668
O15444	Q9C086	0	0.23435065	0.71772164
Q9Y5Y3	Q9BYC8	0	0.2748461	0.7972229
P49715	Q9UPW5	0	0.4505217	0.9902076
Q7Z7K2	Q9BYC8	1	0.51732224	0.99879974
Q8N680	A3KN83	1	0.54610014	0.9914991
Q03135	P38117	1	0.32226655	0.8736432
O60885	Q9NW08	1	0.41949466	0.9740756
P01106	Q96DT7	1	0.6034488	0.9571934
Q9H2F3	Q9NY35	0	0.583115	0.9723676
Q9H300	Q96EY8	1	0.8626096	0.47405705
Q96KM6	Q14592	0	0.66609365	0.8896516
Q9NVM6	Q9UQ35	1	0.50521564	0.99989116
P26358	Q49AN0	0	0.46909216	0.99617887
P18621	P61619	1	0.16738062	0.5574574
O14867	Q13838	1	0.56945366	0.9807048
Q9H0U6	Q5T653	1	0.8311871	0.56126034
P15336	Q5T230	1	0.5661052	0.9825204
O95182	Q9BQ95	0	0.59548986	0.9635267
Q99742	Q9NXB0	1	0.6452372	0.9156246
Q14197	P01100	0	0.25617212	0.76219183
Q9BQA5	P05388	0	0.42617604	0.9782
O60832	Q5MJ10	0	0.54295564	0.9926193
Q03135	P37840	1	0.649927	0.9100875
Q9BZQ6	P13667	1	0.5994061	0.9604737
Q13217	Q6P179	1	0.52881914	0.9966778
P41002	P30876	1	0.45343214	0.99132574
Q53RY4	Q96HC4	0	0.4036822	0.96289146
Q12906	Q5T4S7	0	0.35632616	0.9174313
Q96G42	P25440	0	0.25310674	0.7561749
O15514	Q9BVG9	0	0.23737864	0.7241201
O00746	P13501	0	0.34180593	0.8998985
O75444	P01308	0	0.39237094	0.95366395
Q09161	Q9NR77	0	0.1989764	0.63753915
Q9C009	Q9NZB2	1	0.7024769	0.83601236
Q86VW1	Q8TCT6	1	0.74967396	0.75065166
Q14197	Q8TDD1	1	0.5848885	0.97117573
P43351	Q71U36	1	0.26691347	0.78268266
P61244	Q9NXR8	1	0.65699977	0.9014043
Q7L2E3	Q9Y618	0	0.56896365	0.98097605
Q8IWL3	O95881	0	0.8071275	0.62269086
Q5T0J3	Q8NCN5	1	0.4440572	0.98748153
Q9NQX0	Q12905	0	0.5240206	0.99769205
Q9UEG4	Q9Y2E8	0	0.1849605	0.60300046
P23528	Q9NRM0	0	0.35110238	0.91131806
Q9UJ83	Q96E35	1	0.366179	0.92836773
P80188	Q969M7	1	0.63342315	0.9287931
P25440	O15446	1	0.6218356	0.94062436
P53634	Q99459	0	0.07664623	0.28308636
Q9C0J9	Q8NHQ9	0	0.6901933	0.855306
P0CAP2	P30876	1	0.38852182	0.9502905
P41231	Q96AA3	1	0.5694638	0.9806991
O43193	Q9NWS8	1	0.52451515	0.997596
Q96D31	O15119	0	0.15235616	0.51657504
Q14592	Q8N427	0	0.36977807	0.932169
P63279	O15265	1	0.33733663	0.8941625
O15467	P61073	1	0.5404128	0.9934672
Q9H116	P29371	0	0.20055005	0.64131886
P55011	Q96HR3	0	0.29895276	0.83832
O14880	Q04837	1	0.83204025	0.5589971
P35659	Q9UGM1	0	0.22946212	0.707237
Q12906	P25440	0	0.7738159	0.70009947
Q9UH92	O14867	1	0.56452364	0.9833468
Q8WUU4	Q9UBB5	1	0.77347296	0.7008501
P10620	Q9UNL2	0	0.76635504	0.71621996
Q8TD20	Q9H300	1	0.5512307	0.98950166
Q99941	P17861	1	0.6992468	0.8412028
Q8IXM2	Q7RTS1	0	0.5432047	0.9925334
Q9NZC7	P30876	1	0.284732	0.8146388
P54886	O15431	0	0.26670638	0.78229636
Q9BUJ2	Q9H2C0	0	0.49433059	0.99987143
P01106	Q16718	1	0.28829014	0.8207157
A0JLT2	O75586	1	0.65032214	0.909613
O94761	Q8NHS3	0	0.17311966	0.57259697
P01106	Q16649	1	0.57392406	0.97814095
O15353	Q9NZI7	1	0.5961338	0.96303314
Q8NBS9	Q13162	1	0.8416785	0.53302324
Q969M3	Q13952	0	0.31678623	0.8657309
Q9NWS8	Q9Y3E2	0	0.7937194	0.65491563
Q6ZSJ9	Q8N2M8	0	0.13785505	0.47540414
O95994	P54709	0	0.40983823	0.96748346
Q8WWR8	P10809	1	0.50000846	1.0
P46926	Q9UGU0	0	0.48153085	0.9986356
Q9Y320	O95237	1	0.65591395	0.90276337
Q9UKG4	Q66K89	0	0.11468976	0.40614408
Q86U28	Q9Y3A3	1	0.30967867	0.8551112
P04844	Q8TCT9	1	0.8701676	0.45190376
P78330	P62857	1	0.52326363	0.9978352
Q9UBB9	O43918	0	0.4296809	0.98022085
Q9Y4X4	O60756	1	0.47082216	0.9965946
Q92665	Q96DV4	0	0.8757553	0.43523178
P35268	Q9NX58	0	0.794505	0.65306723
Q99750	Q969Q0	0	0.29492134	0.83177096
Q96C86	Q9H3N1	1	0.48375338	0.99894416
Q969T4	Q9HCE9	0	0.3790336	0.94146854
Q9GZM5	Q8N0V3	0	0.55544996	0.9877012
Q8TDD1	P18621	1	0.88938755	0.39350936
P30086	Q9NXE8	1	0.1811044	0.5932224
Q99853	Q96KR1	1	0.83012366	0.56407344
Q92785	Q8N335	0	0.48164025	0.99865174
P43234	Q9UJX4	0	0.19087978	0.6177788
Q9Y2R4	Q8NCK7	0	0.17885141	0.5874543
O95994	O95274	1	0.5283269	0.99679035
P63208	Q9Y2Z2	0	0.40651193	0.96503997
P14854	Q7Z7E8	0	0.3531989	0.91379774
Q96E22	Q13485	0	0.26435238	0.7778808
Q5T619	O75683	0	0.5572666	0.98688215
O14497	Q16540	0	0.49092442	0.9996705
Q8TAA9	Q16540	0	0.21268703	0.66980505
Q13423	P15144	0	0.6371093	0.9248042
Q8IWL3	P09622	0	0.8500769	0.50978464
Q8N6T7	Q96HA1	1	0.5541361	0.98827714
Q96FI4	Q49A26	1	0.67818946	0.87299407
Q9NYV6	Q12830	0	0.6129262	0.9489907
P16401	Q9UPP1	1	0.58932877	0.9680815
O95562	O75752	0	0.6992693	0.841167
Q9H7E9	P17098	0	0.49050736	0.9996396
P62263	Q9P0J7	0	0.33251798	0.8877991
P32314	P63208	1	0.4554894	0.9920752
P49407	P41597	1	0.40352616	0.9627711
Q8TDG4	P02724	0	0.15514527	0.5243009
Q75WM6	P49711	1	0.5859776	0.9704314
Q5T3I0	P41002	0	0.5217165	0.9981136
O43676	O75306	1	0.69773	0.84361136
O43614	Q8TAD4	1	0.7936839	0.6549991
Q9Y221	Q8N2G8	0	0.5062627	0.9998431
P57738	Q96FZ5	1	0.6399169	0.921693
Q9BYC8	Q9UHB6	0	0.29424694	0.8306627
P24864	Q08050	1	0.5813546	0.9735257
Q9UF47	Q8N6F1	0	0.5824902	0.9727815
Q9NRX2	Q9HAZ2	0	0.5274052	0.9969958
P25398	P39019	1	0.63388115	0.92830336
Q9Y4U1	P68036	1	0.43370843	0.9824217
Q5NE16	Q96EB6	0	0.44244403	0.98674923
Q9UJW3	P78347	1	0.3768277	0.9393143
Q9NZC7	P30044	1	0.58105016	0.9737235
P09669	Q8TDD1	0	0.17401509	0.5749353
P48146	Q08380	0	0.5973581	0.9620856
P41002	P55789	1	0.51357585	0.9992628
Q92620	Q02363	0	0.31893682	0.8688645
O00214	A1A5C7	1	0.61103266	0.950687
P05388	Q96LY2	0	0.20997006	0.6635305
Q9H0G5	P27540	0	0.42598876	0.9780893
Q9NRC8	Q12906	0	0.69187146	0.85274136
Q9H2P0	Q96GQ7	0	0.58745366	0.96940744
Q9NY35	Q9Y3S2	0	0.24064545	0.7309409
Q9P2Y4	Q9P2X3	0	0.65233856	0.90717185
P37108	Q9UNZ2	1	0.39256087	0.9538274
Q12906	P51800	0	0.22541204	0.69840586
Q92886	Q92793	1	0.5410953	0.9932447
P0C5Z0	Q9ULD5	1	0.6289303	0.9335079
P17987	P29373	0	0.5231046	0.9978647
P05198	Q8WW38	0	0.34650314	0.90575486
P13232	P18850	1	0.5509176	0.98962957
Q92979	O14901	0	0.41901138	0.9737634
Q14241	Q96IK5	1	0.48221514	0.9987347
Q9Y5L4	Q8N8A6	0	0.22467257	0.69677925
Q8TDU9	Q8WXF3	1	0.45677125	0.9925251
Q9NWS9	Q401N2	0	0.38019496	0.942587
P19532	P35244	1	0.51371723	0.9992474
Q9UGQ2	Q9UGP8	1	0.76018846	0.7292079
P49281	O95365	0	0.18517052	0.6035296
P26373	Q96GQ7	1	0.8576492	0.4883482
Q7L2E3	O00746	1	0.42036697	0.9746343
Q9NWS0	O00566	0	0.2760726	0.799426
P15313	Q6IAA8	1	0.38884926	0.950582
Q96HH4	Q9HBR0	1	0.8255177	0.57615286
Q86T24	Q92993	1	0.67068535	0.88346606
Q7L014	Q9UK53	0	0.22547306	0.69853985
P43115	Q9Y394	1	0.61874205	0.9436013
Q9P0R6	Q8TAD4	0	0.3306335	0.8852599
Q92908	P08047	1	0.6022265	0.95819896
Q9Y320	Q96JP5	0	0.2261725	0.700074
Q8N680	Q92993	1	0.6783906	0.8727071
Q9Y2Y1	A0AVK6	0	0.5789703	0.97505474
O00585	O15444	1	0.6094026	0.9521243
Q9H2F5	Q96KC8	0	0.4095177	0.96725184
Q9UKX7	O15321	0	0.5011837	0.9999944
Q96MF4	Q16795	0	0.40996838	0.9675772
P04844	P45880	1	0.6832956	0.8656109
O95182	Q16718	1	0.6907021	0.8545309
P01308	P62899	1	0.30790338	0.85239553
Q9NUH8	Q96JQ5	1	0.5135151	0.99926937
Q9H6H4	Q14210	0	0.62946284	0.9329575
Q969F8	P31025	1	0.64604706	0.914681
Q53GT1	P21675	0	0.44296706	0.98698896
P14635	Q5VYS8	1	0.62515885	0.93734103
P78563	P62854	1	0.51849556	0.99863166
Q3ZAQ7	Q6ICL7	1	0.796111	0.64927316
Q9NUA8	Q69YG0	0	0.17610547	0.5803693
P52739	P29375	1	0.7114694	0.82112277
O95600	Q13129	1	0.6567036	0.90177596
Q13520	O00626	1	0.6598771	0.89775723
Q92905	Q9NX24	0	0.5136418	0.9992556
Q9P2Y4	P62854	0	0.49592447	0.99993354
O60756	Q9BUJ2	1	0.50723034	0.9997909
O75419	Q8IZ40	0	0.471855	0.99683136
P15336	Q9NR30	0	0.38026157	0.94265085
P30411	P41595	1	0.688736	0.85751486
Q6UWN0	Q9BV94	1	0.7372486	0.7748524
Q9BTP7	P17028	0	0.43540153	0.9833081
O75940	Q6PK04	0	0.55610543	0.9874087
Q9NY93	P19404	0	0.5454817	0.9917257
Q9HAZ2	Q99459	1	0.5862274	0.9702593
O95600	P57678	0	0.47718355	0.9979176
P32248	Q9NXA8	0	0.20808671	0.65914655
Q9NV96	Q15738	1	0.6553793	0.9034291
P18848	Q9Y4U1	0	0.37775633	0.9402259
O94761	P0C5Z0	0	0.5664847	0.9823191
Q96C28	P82650	1	0.39284584	0.9540719
Q9HD45	Q9BY12	0	0.20228584	0.64546514
Q9Y4X4	Q8IWI9	1	0.6273543	0.9351235
P63220	Q7Z4Q2	0	0.3915712	0.9529728
P55085	P54707	1	0.5884955	0.9686742
Q9BZE0	P01106	1	0.5063544	0.9998385
Q96EB6	Q9BX68	0	0.28782988	0.8199354
P61247	P15374	0	0.23131186	0.7112267
P15954	P45880	1	0.68002075	0.8703701
Q99684	Q13105	1	0.6798906	0.87055755
P15313	O15014	0	0.28084442	0.8078833
P51608	Q9H0W5	0	0.5687262	0.9811069
P46013	P13010	0	0.5570287	0.9869909
Q9NV56	Q71U36	1	0.3564252	0.91754514
Q5T4S7	P61513	0	0.38874263	0.9504872
Q9H1E5	Q5SSJ5	0	0.25950724	0.7686529
Q96DV4	Q9NX24	1	0.4399574	0.9855796
Q9BU19	P15923	0	0.5489265	0.9904248
Q8N6T7	Q16637	1	0.43534115	0.98327696
P17987	Q15532	0	0.40866885	0.96663445
Q96N21	Q9BXP2	0	0.45543104	0.99205446
Q9BYV9	O14867	1	0.6163877	0.94581556
Q9UBY8	O96005	0	0.8364034	0.5473309
Q401N2	O75190	0	0.37213424	0.9346014
Q12952	Q6ZN18	0	0.5489966	0.99039733
P30556	Q96DE5	0	0.26004747	0.76969117
Q9NWS8	P82930	1	0.29951128	0.83921707
P78563	Q14197	0	0.27669156	0.80053335
Q53RY4	Q8IY37	0	0.15976037	0.53694797
Q96D03	Q9Y3D7	0	0.42586973	0.9780189
O15514	Q9H2F3	0	0.52503544	0.9974929
O96000	P49715	0	0.27826577	0.8033357
O43889	P10809	0	0.13314483	0.46166912
P10620	P01282	1	0.77637905	0.6944585
O95273	Q96Q45	0	0.4781324	0.9980873
P13667	P00403	0	0.7254819	0.7966316
Q9UJV9	O00422	1	0.6592404	0.89856994
P17676	P48735	0	0.26016507	0.7699168
P56556	Q96JP5	0	0.36694816	0.92918885
O60832	Q9UI09	0	0.29977715	0.83964324
Q7KZN9	P30041	1	0.6154442	0.94669056
Q9BUZ4	Q9BQ83	0	0.698316	0.8426831
Q9Y5P6	O00303	0	0.47446492	0.9973919
Q9BVI0	Q9NU23	0	0.24708498	0.744136
P18621	Q15369	0	0.35676888	0.9179394
Q9P0K8	Q13952	1	0.6759969	0.87610036
Q8N653	Q9BVG9	0	0.21891755	0.68397063
O94761	Q8TCC3	1	0.2550406	0.75997955
Q6IAA8	Q8IXH7	1	0.39313588	0.9543202
Q86U44	Q9ULX6	1	0.7229998	0.80108434
P43681	Q7Z6M1	0	0.39188123	0.95324135
Q66K80	P05388	0	0.42611793	0.9781658
Q99853	Q92522	0	0.55913275	0.9860133
P49848	O60911	0	0.38400686	0.94618237
Q9H2P0	Q8IWI9	1	0.641125	0.92033494
O75478	O95402	1	0.61423147	0.9478047
Q13162	Q9UJ37	0	0.56904817	0.9809294
Q9NUH8	P46782	0	0.20485206	0.65155077
O75947	Q9NXE4	0	0.20319185	0.64761966
P13667	Q6P179	1	0.5752035	0.9773778
P0CW19	Q16342	0	0.43570158	0.9834628
P17040	P16401	1	0.46229306	0.9943128
Q9H0W5	Q6N075	0	0.29640755	0.83420044
P40429	Q9HCK5	0	0.4120781	0.9690789
Q9BYC8	Q9P003	0	0.297694	0.83628917
Q9C002	Q04837	1	0.7845754	0.67606735
P09001	P49411	1	0.90466017	0.3450006
P07737	Q96SF2	0	0.43152377	0.98124397
Q16637	P41182	0	0.66669106	0.88885635
Q9NPJ1	P50991	1	0.7285041	0.7911435
Q86UK7	P16615	1	0.1397351	0.4808368
Q15102	Q9UKR5	1	0.41500217	0.97110146
P62280	Q9H9B4	0	0.27414832	0.79596406
Q58F21	P47775	0	0.23787585	0.72516376
Q969K7	O43653	1	0.7335251	0.7818641
P04844	Q96P70	1	0.6678581	0.8872946
Q8TDT2	Q9P0S3	1	0.68735784	0.85958815
Q05952	Q96EB6	1	0.5412614	0.99319
P01106	P21675	1	0.6193205	0.94305044
Q6UWN5	Q5VZL5	0	0.19346991	0.62415725
P13667	Q96EB6	0	0.31870416	0.8685273
P40429	Q7L2E3	1	0.6622285	0.89472765
P55201	Q86UP3	1	0.5467184	0.9912695
Q53RY4	Q96HR9	1	0.69952124	0.8407651
Q96EL2	Q6IBW4	0	0.39837348	0.9586882
Q9H112	Q96BK5	0	0.27929166	0.80515134
P55317	Q9GZR7	1	0.45198995	0.9907801
Q92905	Q14686	0	0.47045872	0.9965092
Q9H3N1	Q9Y320	1	0.81940013	0.5919342
P85037	O15431	0	0.24977353	0.7495469
Q10471	P01034	0	0.6226765	0.93980193
Q14697	P40227	1	0.42752385	0.9789888
O15353	Q8NBS9	1	0.23039104	0.7092441
Q96EL3	Q9BYC8	1	0.28702685	0.8185697
P30556	Q6ZST4	1	0.48572096	0.99918437
Q5JXX7	Q86YP4	0	0.30769056	0.8520683
P06454	P61604	1	0.5649433	0.98312944
Q9UBB9	Q96NC0	1	0.7480978	0.75378996
Q7Z7H8	Q8TAE8	1	0.87416863	0.43999133
O95994	Q14554	0	0.70897573	0.82531655
Q6NUN9	P13010	1	0.4228465	0.9761894
Q8TDT2	Q9BSR8	1	0.7484949	0.7530011
Q9NUD5	Q8IY92	0	0.579628	0.9746375
Q06432	Q9C0E2	1	0.40459278	0.9635899
Q13323	Q9UBB9	0	0.30209064	0.8433275
Q14894	O94761	0	0.42806464	0.9793012
Q8N6G5	Q8TAD4	1	0.7320944	0.78452873
O15304	Q8IXX5	0	0.50911313	0.9996678
Q9BQC6	Q13404	0	0.30250528	0.8439834
P63241	Q9NZV5	0	0.25106415	0.7521238
Q15022	Q8IZR5	0	0.24935561	0.74870956
Q16254	Q9NR30	0	0.21402079	0.67286354
Q99523	O43759	0	0.7105114	0.82273984
Q13127	Q8NAC3	0	0.14598854	0.49870354
Q9NX36	Q96PN7	0	0.32065108	0.8713359
O95619	P23769	0	0.53377736	0.9954364
Q9P2X7	O15534	1	0.36896792	0.9313224
P08195	P46013	0	0.37073717	0.9331644
Q96LL9	Q9UI09	1	0.85938823	0.48336038
P01106	Q96FW1	0	0.4971266	0.99996704
P40227	Q8TDD1	0	0.39962408	0.9596987
Q9NRC8	Q14166	1	0.671554	0.88227683
P62899	O14960	0	0.5045641	0.9999167
P23769	P10809	1	0.19363384	0.6245591
Q14562	O95926	1	0.6958768	0.8465291
P08047	P36956	1	0.4088987	0.96680224
Q9Y3S2	Q9H8H0	1	0.5087479	0.9996939
O95273	Q9NVH1	0	0.57320404	0.9785647
