Protein A	Protein B	T	S	uncertainty
Q96IQ9	Q5T3I0	0	0.4069863	0.9653938
Q401N2	Q8NHS3	1	0.6104775	0.9511789
Q9UBS4	Q32P28	1	0.49012145	0.9996096
P21675	O75683	0	0.8824702	0.4148662
Q9Y3E2	Q8NBI6	0	0.7529153	0.7441354
Q8IWV8	O75569	0	0.5244424	0.9976103
P62847	Q9BVJ6	1	0.8639365	0.47020096
O43290	Q9GZM5	0	0.025447028	0.09919791
Q8WUD4	Q2TBE0	1	0.74725497	0.7554599
Q13485	Q6R327	1	0.5743143	0.97790956
O94761	Q9UPY3	1	0.594329	0.96440816
P15336	P30040	1	0.368269	0.9305878
P61604	Q9UJV9	0	0.3535257	0.9141811
O95243	P80188	1	0.27710783	0.8012763
Q16740	Q7L5N1	0	0.42981455	0.98029596
Q3V5L5	Q9H582	0	0.23970796	0.7289922
Q8WY22	A0JLT2	0	0.11554279	0.40877062
Q02363	O95199	1	0.5974512	0.96201307
Q5VWG9	Q13887	0	0.43722394	0.9842367
P61247	P62857	1	0.4362149	0.9837258
P26373	Q14146	1	0.31477332	0.8627643
Q969J2	P01106	0	0.36664316	0.92886376
P62424	P62854	1	0.8246754	0.5783436
Q96MN9	Q9NX09	1	0.371927	0.9343892
P78563	Q9GZM5	0	0.13703096	0.4730139
Q9HD45	Q96SK2	0	0.7077556	0.8273504
Q92905	Q9Y3D3	0	0.4102484	0.9677786
P61081	P62701	1	0.381526	0.94385564
P45880	Q9BYS1	0	0.7473956	0.7551817
P55317	Q9Y2R4	1	0.670096	0.8842694
Q12906	Q9BUK6	0	0.23941961	0.72839147
Q99832	Q9Y3C7	1	0.45877042	0.99320054
Q5TGY1	P15822	0	0.1580156	0.5321866
Q8TDD1	Q9P0S3	0	0.16637275	0.5547714
O15431	P49642	1	0.2675111	0.7837956
P49411	P62854	1	0.49439165	0.9998741
P68036	Q6NUN9	0	0.2235612	0.6943264
O43361	Q9UKP3	0	0.15305376	0.5185132
P62888	Q8IVM8	0	0.0504149	0.19149294
P16401	P62857	1	0.44741315	0.9889385
P19447	Q8NBB4	1	0.2907113	0.82479304
Q13520	Q8N5I4	1	0.49515495	0.99990606
Q8N0Y2	Q96M94	1	0.46998543	0.9963965
P43681	Q5T9L3	1	0.6796147	0.8709542
Q8IVS2	P30519	0	0.7846735	0.67584395
Q92560	Q9H9B4	0	0.3591825	0.9206818
Q9Y3S2	P46098	0	0.16354693	0.54719734
Q99459	P49368	1	0.39057684	0.9521063
Q9NYW3	Q96CB8	1	0.24810116	0.74618787
Q92633	O95455	0	0.61947757	0.9429004
P62805	Q96Q45	1	0.5972776	0.9621483
Q7Z5J4	P08047	0	0.39570272	0.9564883
Q9NPI1	O95786	0	0.45909694	0.9933078
Q9NRP0	Q9H0E9	0	0.12008088	0.42264584
Q9Y3E5	O43513	0	0.20707446	0.6567785
O14625	P40692	0	0.37043536	0.932852
Q96MX3	Q8TDD1	1	0.90132594	0.35574996
Q8TCT7	Q8WUW1	1	0.32322392	0.87500083
Q9H0G5	Q96S59	1	0.055569217	0.20992512
Q96C86	Q7Z3K3	1	0.29015428	0.8238591
Q13127	Q9BU76	1	0.7984392	0.6437362
Q495W5	Q96EL3	0	0.28117594	0.8084641
P14061	Q01814	1	0.55397695	0.988346
P46782	Q71U36	0	0.17651565	0.5814315
O15218	Q9GZR5	1	0.85431224	0.49785134
Q9NQV6	Q15942	0	0.4031125	0.9624512
Q93063	Q6ZNB6	0	0.22232984	0.6915971
Q9Y3D5	P82921	1	0.8344186	0.5526568
Q2KHR3	Q8N490	0	0.1622021	0.54357034
P48643	Q96N77	1	0.13690233	0.47264034
Q9H8H2	Q8TDL5	1	0.11411326	0.4043657
P01106	Q9BV94	0	0.35493994	0.9158303
P82650	P13667	0	0.55437255	0.9881745
Q9BSJ5	O75251	1	0.59116936	0.9667526
P01215	Q9P0J7	0	0.4044422	0.9634748
Q96KM6	P13010	0	0.7493485	0.7513013
O96005	P20309	0	0.4149786	0.97108537
P37840	Q96EL3	0	0.5477958	0.99086225
Q9H2U1	O43257	0	0.27334067	0.79450214
Q01664	P62851	0	0.39633203	0.9570118
Q14562	Q86XP3	1	0.8225241	0.5839129
Q13887	Q9H2F3	0	0.38370466	0.9459016
Q86UK7	O75947	1	0.5761835	0.9767843
Q92546	Q8NAC3	0	0.4403735	0.9857787
P51610	Q5JXX7	0	0.42271772	0.97610986
Q9H1E5	Q9NX01	0	0.71048105	0.8227909
P42766	Q9BRJ6	1	0.7188758	0.8083735
Q86TJ2	P10244	0	0.6701693	0.88416964
Q401N2	Q96N21	0	0.66039145	0.8970983
Q9Y581	Q9UL63	1	0.59932303	0.96053976
Q96JP5	P61247	0	0.7537243	0.74249595
P34995	Q9Y450	0	0.72192645	0.8029946
Q86YP4	Q9UBB5	1	0.48624223	0.9992429
O95600	P46782	1	0.6243415	0.9381568
P01106	Q16594	1	0.5209209	0.9982493
Q6ISU1	Q9NX58	0	0.31057587	0.85647404
Q93063	Q9P0R6	1	0.45027673	0.9901104
Q9H2K0	O75251	1	0.9620457	0.14605498
P30411	Q96B42	0	0.9145627	0.31255105
O43927	Q99742	0	0.44001797	0.9856087
Q03989	O43741	1	0.22861503	0.70540076
Q9UKT9	Q9UBB5	1	0.41809216	0.9731645
P05198	Q96NA2	1	0.27509016	0.79766226
O95786	O43759	0	0.22743945	0.70284295
Q99583	P01106	1	0.5581833	0.98645884
Q9Y483	Q15022	1	0.7684524	0.7117332
Q15672	Q9H3R0	0	0.5846145	0.9713615
P55201	Q3B8N2	0	0.42531937	0.97769123
P57055	Q8N3Y7	1	0.5920047	0.9661405
P82932	P30989	0	0.042642236	0.1632955
O75381	P02686	0	0.42842835	0.97951
Q13162	Q14592	0	0.32866704	0.8825801
P10176	Q96EY1	1	0.9456379	0.20562752
P13501	P14416	1	0.43159735	0.9812843
O15432	Q86UK7	0	0.07577754	0.2801412
P53539	P49642	0	0.45012936	0.9900516
Q96D03	Q9NPJ8	1	0.3857065	0.94774795
P41002	P62805	1	0.61315995	0.9487793
Q6UXA7	Q9Y5L4	1	0.5070265	0.99980253
P19404	Q9NP80	0	0.70887446	0.8254858
O00585	P14416	1	0.5964942	0.9627555
P55085	P04920	1	0.8017957	0.6356774
Q7L2E3	Q9H0C1	0	0.48938015	0.9995489
O60682	Q02363	1	0.29757118	0.83609027
Q9UGP8	O96000	0	0.6524299	0.9070605
P25440	Q86YP4	1	0.62113905	0.94130135
P78371	P41597	0	0.046115533	0.17595556
Q9GZR7	O43674	0	0.55836904	0.98637223
P61247	Q9H0R3	0	0.058059502	0.21875438
Q9UI09	Q2WGJ6	0	0.09705643	0.3505459
P46098	Q6UWU4	1	0.5505268	0.9897882
O15062	O95365	1	0.54148746	0.9931152
Q71U36	O60762	1	0.56971604	0.9805587
Q92560	P25490	1	0.41909546	0.9738178
Q01664	Q9GZR7	0	0.4906382	0.9996494
Q9P2X7	Q9C0J9	1	0.5739914	0.9781011
Q96LY2	Q15008	1	0.4192531	0.97391975
O60216	P62424	0	0.8885541	0.39610285
Q9Y3D5	P82650	1	0.9199301	0.29463485
O43638	Q13405	0	0.51122385	0.9994961
P78563	Q6ZVD7	1	0.3296337	0.8839013
P09382	Q16637	1	0.47848132	0.99814785
O15014	P30044	0	0.38970268	0.951338
Q9NWZ8	Q96HC4	1	0.5507783	0.98968625
Q9NR77	Q08211	0	0.43339315	0.98225415
Q99714	Q12792	0	0.23849463	0.7264598
Q9Y6Y0	Q9BS40	0	0.5549705	0.98791295
P41002	Q9UJ83	1	0.76690394	0.71504915
Q6NUN9	Q8N6G5	0	0.33841488	0.895561
Q9UGI8	P22362	0	0.4236313	0.9766713
P41002	Q8N8A6	1	0.7464355	0.7570781
Q6UWN0	Q03989	0	0.27046248	0.7892501
Q9H0E9	Q6SPF0	1	0.54467076	0.9920181
Q9Y618	O75376	1	0.72974163	0.7888751
O14957	Q9Y5L4	0	0.87793475	0.4286613
Q9NZB2	P26196	1	0.57910085	0.97497225
P31939	Q96DG6	1	0.418395	0.97336245
Q13304	O75907	1	0.9305259	0.2585898
O75081	Q96S59	1	0.56104183	0.98509556
P30040	Q5TGU0	1	0.80339336	0.6318099
Q9UBB9	P31939	0	0.4883976	0.99946153
P63279	Q9Y4E5	1	0.34660766	0.90588313
Q8N8A6	O14880	0	0.61514914	0.9469627
Q9Y2K1	O43488	1	0.46287552	0.99448717
Q9GZW8	P62266	0	0.30732462	0.85150474
O95994	Q8N653	0	0.55648845	0.9872362
Q9Y3S2	Q99677	0	0.21362688	0.6719617
P01106	P13010	1	0.6174794	0.94479436
Q9NYU2	P78423	0	0.3325169	0.88779765
P80188	Q9P2R6	0	0.39824083	0.9585803
Q58F21	Q8WXX5	1	0.40741414	0.9657114
P52569	Q9GZN7	0	0.38100925	0.94336486
Q5VYX0	P02808	1	0.359915	0.92150474
Q8N1F7	Q9NQ11	0	0.36160123	0.9233831
P18621	Q9H7N4	1	0.20853892	0.6602018
Q9UKX7	P29083	1	0.639572	0.9220786
Q9BX68	P82912	1	0.88649887	0.4024745
Q96S59	Q16698	1	0.28991568	0.8234583
Q08211	P27540	0	0.43403134	0.98259246
Q6UWN0	O75475	0	0.18451776	0.6018838
Q401N2	Q8WY22	1	0.9125864	0.3190899
Q9Y5Y3	Q9NX76	1	0.8008448	0.6379697
P05090	P25208	0	0.4847381	0.9990683
P62899	P46013	1	0.5372224	0.99445796
Q8IYD1	Q9NZB2	1	0.37738952	0.93986666
P54274	Q9UH92	0	0.47357756	0.9972074
O95274	Q96S52	1	0.8480832	0.51535237
O14880	Q9UI09	1	0.855402	0.49475768
Q9H8H2	P35268	1	0.71661437	0.81231284
Q9UI95	Q9NY93	1	0.5552009	0.98781145
Q9UIG0	Q96T23	1	0.6779254	0.8733702
Q8NBP5	Q9UKD1	0	0.23854221	0.72655934
Q99497	Q06136	0	0.65339947	0.90587443
O95600	Q7Z3K3	1	0.6755207	0.8767699
O75478	P46782	0	0.72521675	0.79710966
O94762	Q9H2U1	1	0.7252907	0.7969764
Q9BQ95	P03886	1	0.17616132	0.5805141
P0C7P0	P10620	1	0.93914324	0.22861286
Q9GZR5	Q13323	1	0.1314405	0.4566556
P14854	Q969R5	0	0.17914984	0.58822066
Q14145	Q15022	0	0.54073554	0.9933625
O75683	Q495W5	0	0.22805583	0.7041855
P0C5Z0	P82930	0	0.81019956	0.6151049
Q9H9B4	Q99750	0	0.27400106	0.7956979
Q14146	O43524	0	0.17546408	0.5787057
Q86UK7	O15372	1	0.4894693	0.9995564
Q99459	Q8N2M8	0	0.8960845	0.37246832
O15444	Q9C086	0	0.45703498	0.99261606
Q9Y5Y3	Q9BYC8	0	0.6346582	0.92746866
P49715	Q9UPW5	0	0.5444121	0.99211025
Q7Z7K2	Q9BYC8	1	0.47196496	0.99685615
Q8N680	A3KN83	1	0.6723332	0.8812051
Q03135	P38117	1	0.4703707	0.9964884
O60885	Q9NW08	1	0.60960895	0.9519435
P01106	Q96DT7	1	0.5935556	0.96498936
Q9H2F3	Q9NY35	0	0.57260615	0.97891337
Q9H300	Q96EY8	1	0.9274876	0.26901737
Q96KM6	Q14592	0	0.6909536	0.8541469
Q9NVM6	Q9UQ35	1	0.60102254	0.9591778
P26358	Q49AN0	0	0.56696063	0.9820651
P18621	P61619	1	0.17894511	0.587695
O14867	Q13838	1	0.72825986	0.79158974
Q9H0U6	Q5T653	1	0.9727356	0.10608427
P15336	Q5T230	1	0.3424992	0.900774
O95182	Q9BQ95	0	0.6944069	0.8488238
Q99742	Q9NXB0	1	0.36250144	0.9243766
Q14197	P01100	0	0.07281252	0.27004343
Q9BQA5	P05388	0	0.6767839	0.8749898
O60832	Q5MJ10	0	0.2958274	0.83325416
Q03135	P37840	1	0.90188605	0.3539504
Q9BZQ6	P13667	1	0.7829072	0.6798541
Q13217	Q6P179	1	0.38510895	0.9472002
P41002	P30876	1	0.7637373	0.7217705
Q53RY4	Q96HC4	0	0.5574466	0.98679954
Q12906	Q5T4S7	0	0.22403938	0.69538295
Q96G42	P25440	0	0.46330577	0.9946141
O15514	Q9BVG9	0	0.6827695	0.8663813
O00746	P13501	0	0.22153306	0.68982464
O75444	P01308	0	0.1600962	0.53786165
Q09161	Q9NR77	0	0.31345904	0.86080986
Q9C009	Q9NZB2	1	0.6578554	0.9003267
Q86VW1	Q8TCT6	1	0.8963016	0.37178007
Q14197	Q8TDD1	1	0.65930635	0.89848596
P43351	Q71U36	1	0.37922496	0.94165355
P61244	Q9NXR8	1	0.54989976	0.99004006
Q7L2E3	Q9Y618	0	0.5022939	0.99997896
Q8IWL3	O95881	0	0.86358845	0.47121376
Q5T0J3	Q8NCN5	1	0.7858588	0.673139
Q9NQX0	Q12905	0	0.5929297	0.96545625
Q9UEG4	Q9Y2E8	0	0.15424345	0.52180964
P23528	Q9NRM0	0	0.09591309	0.34685507
Q9UJ83	Q96E35	1	0.38169837	0.9440189
P80188	Q969M7	1	0.61094195	0.9507675
P25440	O15446	1	0.59353703	0.9650033
P53634	Q99459	0	0.29146537	0.8260532
Q9C0J9	Q8NHQ9	0	0.5465291	0.99134016
P0CAP2	P30876	1	0.6682549	0.8867611
P41231	Q96AA3	1	0.8493825	0.5117274
O43193	Q9NWS8	1	0.73107415	0.7864189
Q96D31	O15119	0	0.17167024	0.56879824
Q14592	Q8N427	0	0.24462906	0.7391428
P63279	O15265	1	0.36060262	0.92227346
O15467	P61073	1	0.48516658	0.99911994
Q9H116	P29371	0	0.072990365	0.2706511
P55011	Q96HR3	0	0.26000994	0.7696191
O14880	Q04837	1	0.88616323	0.40351182
P35659	Q9UGM1	0	0.072130635	0.26771122
Q12906	P25440	0	0.5448725	0.9919458
Q9UH92	O14867	1	0.558706	0.9862144
Q8WUU4	Q9UBB5	1	0.5263847	0.9972154
P10620	Q9UNL2	0	0.7932984	0.6559041
Q8TD20	Q9H300	1	0.90806264	0.33393955
Q99941	P17861	1	0.5731208	0.97861344
Q8IXM2	Q7RTS1	0	0.20099053	0.6423733
Q9NZC7	P30876	1	0.6059868	0.9550672
P54886	O15431	0	0.38330722	0.9455312
Q9BUJ2	Q9H2C0	0	0.26943818	0.787365
P01106	Q16718	1	0.28855416	0.8211626
A0JLT2	O75586	1	0.6446065	0.91635585
O94761	Q8NHS3	0	0.101621054	0.36517686
P01106	Q16649	1	0.5297217	0.99646646
O15353	Q9NZI7	1	0.5437968	0.9923274
Q8NBS9	Q13162	1	0.9369879	0.23616639
Q969M3	Q13952	0	0.15615395	0.5270796
Q9NWS8	Q9Y3E2	0	0.80914867	0.6177084
Q6ZSJ9	Q8N2M8	0	0.5134227	0.9992793
O95994	P54709	0	0.51691467	0.9988556
Q8WWR8	P10809	1	0.3792232	0.9416518
P46926	Q9UGU0	0	0.20202608	0.6448462
Q9Y320	O95237	1	0.415707	0.9715788
Q9UKG4	Q66K89	0	0.10599185	0.37903032
Q86U28	Q9Y3A3	1	0.45746574	0.9927633
P04844	Q8TCT9	1	0.937515	0.23432243
P78330	P62857	1	0.4215893	0.97540706
Q9UBB9	O43918	0	0.25309518	0.7561521
Q9Y4X4	O60756	1	0.15098484	0.51275367
Q92665	Q96DV4	0	0.856221	0.49242634
P35268	Q9NX58	0	0.805668	0.6262683
Q99750	Q969Q0	0	0.21721606	0.680133
Q96C86	Q9H3N1	1	0.60333437	0.957288
Q969T4	Q9HCE9	0	0.520945	0.99824524
Q9GZM5	Q8N0V3	0	0.59980214	0.9601581
Q8TDD1	P18621	1	0.88936037	0.39359403
P30086	Q9NXE8	1	0.3581067	0.9194651
Q99853	Q96KR1	1	0.8026649	0.6335759
Q92785	Q8N335	0	0.50251055	0.9999748
P43234	Q9UJX4	0	0.5904867	0.9672486
Q9Y2R4	Q8NCK7	0	0.040836122	0.15667413
O95994	O95274	1	0.70115364	0.83814883
P63208	Q9Y2Z2	0	0.29043624	0.82433206
P14854	Q7Z7E8	0	0.25679278	0.763401
Q96E22	Q13485	0	0.28126794	0.80862516
Q5T619	O75683	0	0.8362847	0.5476504
O14497	Q16540	0	0.30994943	0.85552317
Q8TAA9	Q16540	0	0.41406447	0.97046036
Q13423	P15144	0	0.5789843	0.9750459
Q8IWL3	P09622	0	0.87304866	0.44333878
Q8N6T7	Q96HA1	1	0.63794464	0.9238851
Q96FI4	Q49A26	1	0.51254964	0.99937004
Q9NYV6	Q12830	0	0.27408254	0.7958452
P16401	Q9UPP1	1	0.5381812	0.9941688
O95562	O75752	0	0.6216346	0.9408201
Q9H7E9	P17098	0	0.34217435	0.9003643
P62263	Q9P0J7	0	0.14043462	0.48285097
P32314	P63208	1	0.37741113	0.9398879
P49407	P41597	1	0.28014156	0.806649
Q8TDG4	P02724	0	0.19850251	0.636397
Q75WM6	P49711	1	0.8436234	0.52769184
Q5T3I0	P41002	0	0.19232585	0.6213465
O43676	O75306	1	0.8753165	0.4365501
O43614	Q8TAD4	1	0.6603376	0.8971674
Q9Y221	Q8N2G8	0	0.58890474	0.9683838
P57738	Q96FZ5	1	0.8420966	0.5318796
Q9BYC8	Q9UHB6	0	0.26225638	0.7739119
P24864	Q08050	1	0.5016143	0.99998957
Q9UF47	Q8N6F1	0	0.5370789	0.99450064
Q9NRX2	Q9HAZ2	0	0.44632763	0.9884771
P25398	P39019	1	0.806373	0.62454236
Q9Y4U1	P68036	1	0.37694407	0.9394289
Q5NE16	Q96EB6	0	0.5425296	0.99276495
Q9UJW3	P78347	1	0.4504874	0.9901941
Q9NZC7	P30044	1	0.8203931	0.5893931
P09669	Q8TDD1	0	0.4269866	0.9786762
P48146	Q08380	0	0.79218155	0.65851974
P41002	P55789	1	0.595467	0.96354425
Q92620	Q02363	0	0.1464718	0.5000712
O00214	A1A5C7	1	0.4617342	0.99414295
P05388	Q96LY2	0	0.13918711	0.47925624
Q9H0G5	P27540	0	0.0753323	0.2786294
Q9NRC8	Q12906	0	0.7406066	0.76843387
Q9H2P0	Q96GQ7	0	0.58883166	0.96843576
Q9NY35	Q9Y3S2	0	0.20242448	0.6457952
Q9P2Y4	Q9P2X3	0	0.24212384	0.73399955
P37108	Q9UNZ2	1	0.5443248	0.99214125
Q12906	P51800	0	0.11413348	0.4044281
Q92886	Q92793	1	0.5894644	0.96798444
P0C5Z0	Q9ULD5	1	0.51128393	0.9994907
P17987	P29373	0	0.56654835	0.98228526
P05198	Q8WW38	0	0.22950438	0.7073285
P13232	P18850	1	0.70443183	0.8328305
Q92979	O14901	0	0.14815424	0.50481826
Q14241	Q96IK5	1	0.15004687	0.51013124
Q9Y5L4	Q8N8A6	0	0.44251168	0.98678035
Q8TDU9	Q8WXF3	1	0.8509281	0.5073978
Q9NWS9	Q401N2	0	0.13022925	0.4530784
P19532	P35244	1	0.31717232	0.8662962
Q9UGQ2	Q9UGP8	1	0.6434717	0.91766346
P49281	O95365	0	0.27228007	0.7925745
P26373	Q96GQ7	1	0.85998327	0.4816482
Q7L2E3	O00746	1	0.54955184	0.99017847
Q9NWS0	O00566	0	0.45799935	0.99294376
P15313	Q6IAA8	1	0.5670775	0.98200244
Q96HH4	Q9HBR0	1	0.7547083	0.7404947
Q86T24	Q92993	1	0.5419646	0.99295586
Q7L014	Q9UK53	0	0.2681705	0.78502035
P43115	Q9Y394	1	0.84090537	0.53513414
Q9P0R6	Q8TAD4	0	0.2858064	0.81648433
Q92908	P08047	1	0.50188005	0.9999859
Q9Y320	Q96JP5	0	0.15029171	0.51081645
Q8N680	Q92993	1	0.5364554	0.99468404
Q9Y2Y1	A0AVK6	0	0.561812	0.98471713
O00585	O15444	1	0.6580002	0.9001438
Q9H2F5	Q96KC8	0	0.2993972	0.839034
Q9UKX7	O15321	0	0.1358912	0.4696991
Q96MF4	Q16795	0	0.68189955	0.8676502
P04844	P45880	1	0.8130779	0.6079289
O95182	Q16718	1	0.59677905	0.96253526
P01308	P62899	1	0.33319154	0.88869977
Q9NUH8	Q96JQ5	1	0.27780342	0.80251473
Q9H6H4	Q14210	0	0.5137747	0.99924105
Q969F8	P31025	1	0.6873731	0.85956526
Q53GT1	P21675	0	0.57648814	0.97659826
P14635	Q5VYS8	1	0.47719124	0.9979191
P78563	P62854	1	0.23312952	0.7151206
Q3ZAQ7	Q6ICL7	1	0.92340285	0.28292012
Q9NUA8	Q69YG0	0	0.12839313	0.44763333
P52739	P29375	1	0.46113712	0.9939587
O95600	Q13129	1	0.5889199	0.968373
Q13520	O00626	1	0.40799385	0.9661395
Q92905	Q9NX24	0	0.52680796	0.9971253
Q9P2Y4	P62854	0	0.45470116	0.991792
O60756	Q9BUJ2	1	0.7559224	0.73801494
O75419	Q8IZ40	0	0.44055215	0.98586386
P15336	Q9NR30	0	0.5607484	0.98523855
P30411	P41595	1	0.5948993	0.9639765
Q6UWN0	Q9BV94	1	0.81136274	0.61221296
Q9BTP7	P17028	0	0.3134822	0.8608445
O75940	Q6PK04	0	0.7503389	0.7493217
Q9NY93	P19404	0	0.7770562	0.6929594
Q9HAZ2	Q99459	1	0.470584	0.99653876
O95600	P57678	0	0.33484495	0.89089525
P32248	Q9NXA8	0	0.7326524	0.7834914
Q9NV96	Q15738	1	0.6667806	0.88873696
P18848	Q9Y4U1	0	0.4607675	0.99384326
O94761	P0C5Z0	0	0.5384592	0.9940836
Q96C28	P82650	1	0.59431225	0.9644208
Q9HD45	Q9BY12	0	0.3170808	0.86616224
Q9Y4X4	Q8IWI9	1	0.6767594	0.87502444
P63220	Q7Z4Q2	0	0.5069038	0.9998093
P55085	P54707	1	0.8376864	0.5438715
Q9BZE0	P01106	1	0.36439243	0.9264424
Q96EB6	Q9BX68	0	0.3163073	0.86502796
P61247	P15374	0	0.18986067	0.61525434
P15954	P45880	1	0.9326014	0.25142413
Q99684	Q13105	1	0.5928546	0.9655121
P15313	O15014	0	0.22628559	0.70032173
P51608	Q9H0W5	0	0.7574519	0.73487407
P46013	P13010	0	0.63564	0.92640716
Q9NV56	Q71U36	1	0.39468694	0.9556366
Q5T4S7	P61513	0	0.57903355	0.9750148
Q9H1E5	Q5SSJ5	0	0.22024165	0.686941
Q96DV4	Q9NX24	1	0.39900482	0.9591999
Q9BU19	P15923	0	0.4983147	0.99998856
Q8N6T7	Q16637	1	0.41612726	0.9718615
P17987	Q15532	0	0.10847453	0.38683122
Q96N21	Q9BXP2	0	0.39610857	0.95682627
Q9BYV9	O14867	1	0.55364645	0.98848826
Q9UBY8	O96005	0	0.85697275	0.49028182
Q401N2	O75190	0	0.7044424	0.83281326
Q12952	Q6ZN18	0	0.56363004	0.9838049
P30556	Q96DE5	0	0.60698247	0.954219
Q9NWS8	P82930	1	0.47906235	0.9982465
P78563	Q14197	0	0.30238307	0.8437902
Q53RY4	Q8IY37	0	0.5389447	0.99393326
Q96D03	Q9Y3D7	0	0.43909404	0.9851618
O15514	Q9H2F3	0	0.72041327	0.805672
O96000	P49715	0	0.17663449	0.581739
O43889	P10809	0	0.35569516	0.9167045
P10620	P01282	1	0.8079949	0.62055653
O95273	Q96Q45	0	0.67673403	0.8750603
P13667	P00403	0	0.58495915	0.97112775
Q9UJV9	O00422	1	0.580546	0.9740493
P17676	P48735	0	0.41932774	0.97396797
P56556	Q96JP5	0	0.100589775	0.3618859
O60832	Q9UI09	0	0.57953286	0.97469807
Q7KZN9	P30041	1	0.68956834	0.85625535
Q9BUZ4	Q9BQ83	0	0.6930896	0.8508656
Q9Y5P6	O00303	0	0.60314214	0.9574468
Q9BVI0	Q9NU23	0	0.3928342	0.9540619
P18621	Q15369	0	0.06648424	0.24825636
Q9P0K8	Q13952	1	0.61850476	0.9438265
Q8N653	Q9BVG9	0	0.28771248	0.81973606
O94761	Q8TCC3	1	0.7732839	0.70126367
Q6IAA8	Q8IXH7	1	0.35936505	0.92088723
Q86U44	Q9ULX6	1	0.53186774	0.99593776
P43681	Q7Z6M1	0	0.4184636	0.97340727
Q66K80	P05388	0	0.591308	0.9666514
Q99853	Q92522	0	0.5793199	0.9748334
P49848	O60911	0	0.28128543	0.8086558
Q9H2P0	Q8IWI9	1	0.58773357	0.9692113
O75478	O95402	1	0.6469676	0.9136021
Q13162	Q9UJ37	0	0.85995066	0.48174208
Q9NUH8	P46782	0	0.34719256	0.9065996
O75947	Q9NXE4	0	0.36789557	0.93019366
P13667	Q6P179	1	0.7315063	0.7856194
P0CW19	Q16342	0	0.4794924	0.9983177
P17040	P16401	1	0.77761245	0.6917253
Q9H0W5	Q6N075	0	0.10468919	0.37491745
P40429	Q9HCK5	0	0.72755986	0.79286605
Q9BYC8	Q9P003	0	0.22276415	0.69256115
Q9C002	Q04837	1	0.90581286	0.34126368
P09001	P49411	1	0.9151457	0.3106162
P07737	Q96SF2	0	0.451021	0.9904043
Q16637	P41182	0	0.5493303	0.9902661
Q9NPJ1	P50991	1	0.5633336	0.98395544
Q86UK7	P16615	1	0.3859963	0.9480126
Q15102	Q9UKR5	1	0.6415975	0.9198006
P62280	Q9H9B4	0	0.11228484	0.3987078
Q58F21	P47775	0	0.0376206	0.14482117
Q969K7	O43653	1	0.80737156	0.6220909
P04844	Q96P70	1	0.61918515	0.9431796
Q8TDT2	Q9P0S3	1	0.8927783	0.3829009
Q05952	Q96EB6	1	0.82300633	0.58266765
P01106	P21675	1	0.5751847	0.97738904
Q6UWN5	Q5VZL5	0	0.31660268	0.86546165
P13667	Q96EB6	0	0.612535	0.9493435
P40429	Q7L2E3	1	0.5491356	0.99034274
P55201	Q86UP3	1	0.5954716	0.9635407
Q53RY4	Q96HR9	1	0.9521	0.18242243
Q96EL2	Q6IBW4	0	0.09852188	0.35526127
Q9H112	Q96BK5	0	0.28101757	0.8081868
P55317	Q9GZR7	1	0.6664856	0.8891302
Q92905	Q14686	0	0.49770117	0.99997884
Q9H3N1	Q9Y320	1	0.90019554	0.35937414
P85037	O15431	0	0.23604849	0.7213184
Q10471	P01034	0	0.7123155	0.8196885
Q14697	P40227	1	0.58038586	0.97415245
O15353	Q8NBS9	1	0.3981459	0.958503
Q96EL3	Q9BYC8	1	0.37318242	0.9356692
P30556	Q6ZST4	1	0.64099693	0.9204795
Q5JXX7	Q86YP4	0	0.47342265	0.99717456
P06454	P61604	1	0.78772575	0.6688556
Q9UBB9	Q96NC0	1	0.64517343	0.9156987
Q7Z7H8	Q8TAE8	1	0.9010983	0.35648057
O95994	Q14554	0	0.8693976	0.4541817
Q6NUN9	P13010	1	0.7478002	0.7543803
Q8TDT2	Q9BSR8	1	0.8305891	0.5628433
Q9NUD5	Q8IY92	0	0.70647216	0.829477
Q06432	Q9C0E2	1	0.583845	0.9718801
Q13323	Q9UBB9	0	0.65862805	0.89934856
Q14894	O94761	0	0.33562547	0.8919241
Q8N6G5	Q8TAD4	1	0.6281081	0.9343533
O15304	Q8IXX5	0	0.7090354	0.8252168
Q9BQC6	Q13404	0	0.2907158	0.8248005
P63241	Q9NZV5	0	0.3197	0.86996764
Q15022	Q8IZR5	0	0.08817139	0.3215888
Q16254	Q9NR30	0	0.50604665	0.99985373
Q99523	O43759	0	0.76433593	0.7205061
Q13127	Q8NAC3	0	0.12154039	0.4270733
Q9NX36	Q96PN7	0	0.119572096	0.42109844
O95619	P23769	0	0.28779352	0.81987363
Q9P2X7	O15534	1	0.56823045	0.98137844
P08195	P46013	0	0.19159281	0.61954004
Q96LL9	Q9UI09	1	0.8641864	0.46947303
P01106	Q96FW1	0	0.49285147	0.99979556
P40227	Q8TDD1	0	0.65326077	0.90604454
Q9NRC8	Q14166	1	0.613352	0.9486053
P62899	O14960	0	0.23016281	0.70875156
P23769	P10809	1	0.55111355	0.98954964
Q14562	O95926	1	0.7933808	0.6557108
P08047	P36956	1	0.61485267	0.94723547
Q9Y3S2	Q9H8H0	1	0.6067516	0.9544164
O95273	Q9NVH1	0	0.5997518	0.96019834
