Protein A	Protein B	T	S	uncertainty
Q96IQ9	Q5T3I0	0	0.64833957	0.91198146
Q401N2	Q8NHS3	1	0.7155217	0.8142016
Q9UBS4	Q32P28	1	0.59434164	0.9643986
P21675	O75683	0	0.8911992	0.38785285
Q9Y3E2	Q8NBI6	0	0.29292604	0.8284815
Q8IWV8	O75569	0	0.6336587	0.9285414
P62847	Q9BVJ6	1	0.8692642	0.45457584
O43290	Q9GZM5	0	0.11375626	0.40326312
Q8WUD4	Q2TBE0	1	0.49157378	0.9997159
Q13485	Q6R327	1	0.58260673	0.9727045
O94761	Q9UPY3	1	0.70916164	0.82500565
P15336	P30040	1	0.47880292	0.99820274
P61604	Q9UJV9	0	0.4936251	0.99983746
O95243	P80188	1	0.39934754	0.95947635
Q16740	Q7L5N1	0	0.55878913	0.98617536
Q3V5L5	Q9H582	0	0.2457139	0.74135435
Q8WY22	A0JLT2	0	0.17908762	0.588061
Q02363	O95199	1	0.6537704	0.9054187
Q5VWG9	Q13887	0	0.7811786	0.6837544
P61247	P62857	1	0.813209	0.6076005
P26373	Q14146	1	0.60212904	0.95827866
Q969J2	P01106	0	0.6138895	0.9481167
P62424	P62854	1	0.9104565	0.32610193
Q96MN9	Q9NX09	1	0.50141245	0.999992
P78563	Q9GZM5	0	0.28882396	0.82161874
Q9HD45	Q96SK2	0	0.693287	0.85056055
Q92905	Q9Y3D3	0	0.7193502	0.8075419
P61081	P62701	1	0.2591793	0.7680215
P45880	Q9BYS1	0	0.5078832	0.99975145
P55317	Q9Y2R4	1	0.49813077	0.999986
Q12906	Q9BUK6	0	0.3144135	0.8622306
Q99832	Q9Y3C7	1	0.50817496	0.9997327
Q5TGY1	P15822	0	0.18871863	0.6124157
Q8TDD1	Q9P0S3	0	0.186484	0.6068309
O15431	P49642	1	0.24800044	0.7459849
P49411	P62854	1	0.49347657	0.99982977
P68036	Q6NUN9	0	0.41900504	0.97375923
O43361	Q9UKP3	0	0.5610592	0.9850871
P62888	Q8IVM8	0	0.37625232	0.9387461
P16401	P62857	1	0.8437168	0.52743506
P19447	Q8NBB4	1	0.6375716	0.92429626
Q13520	Q8N5I4	1	0.64196634	0.9193822
Q8N0Y2	Q96M94	1	0.4148122	0.9709722
P43681	Q5T9L3	1	0.6612396	0.8960071
Q8IVS2	P30519	0	0.48134112	0.9986074
Q92560	Q9H9B4	0	0.69470966	0.8483526
Q9Y3S2	P46098	0	0.13276015	0.46053958
Q99459	P49368	1	0.41193104	0.9689754
Q9NYW3	Q96CB8	1	0.124002054	0.43450218
Q92633	O95455	0	0.1962986	0.63106185
P62805	Q96Q45	1	0.24828652	0.7465613
Q7Z5J4	P08047	0	0.7428855	0.7640266
Q9NPI1	O95786	0	0.7350821	0.7789456
Q9NRP0	Q9H0E9	0	0.20145436	0.643482
Q9Y3E5	O43513	0	0.20570506	0.65356195
O14625	P40692	0	0.6307854	0.9315807
Q96MX3	Q8TDD1	1	0.8336795	0.55463195
Q8TCT7	Q8WUW1	1	0.2091517	0.6616291
Q9H0G5	Q96S59	1	0.3605307	0.9221932
Q96C86	Q7Z3K3	1	0.21214001	0.6685465
Q13127	Q9BU76	1	0.86598134	0.46423063
Q495W5	Q96EL3	0	0.2873003	0.81903535
P14061	Q01814	1	0.648316	0.9120094
P46782	Q71U36	0	0.46483487	0.99505365
O15218	Q9GZR5	1	0.78188235	0.6821694
Q9NQV6	Q15942	0	0.25859204	0.7668888
Q93063	Q6ZNB6	0	0.47142828	0.9967346
Q9Y3D5	P82921	1	0.5401455	0.99355334
Q2KHR3	Q8N490	0	0.21539137	0.67599165
P48643	Q96N77	1	0.40990135	0.9675289
Q9H8H2	Q8TDL5	1	0.23423797	0.71748215
P01106	Q9BV94	0	0.2161968	0.677823
P82650	P13667	0	0.79764086	0.64563966
Q9BSJ5	O75251	1	0.3944565	0.9554423
P01215	Q9P0J7	0	0.45460147	0.9917559
Q96KM6	P13010	0	0.41375795	0.9702493
O96005	P20309	0	0.7146913	0.8156306
P37840	Q96EL3	0	0.2789816	0.8046035
Q9H2U1	O43257	0	0.8628495	0.47336105
Q01664	P62851	0	0.5957393	0.96333593
Q14562	Q86XP3	1	0.887469	0.3994711
Q13887	Q9H2F3	0	0.35935268	0.9208733
Q86UK7	O75947	1	0.6090358	0.9524448
Q92546	Q8NAC3	0	0.6447419	0.91619915
P51610	Q5JXX7	0	0.25352752	0.7570053
Q9H1E5	Q9NX01	0	0.4678599	0.9958681
P42766	Q9BRJ6	1	0.9180924	0.30079487
Q86TJ2	P10244	0	0.7147345	0.8155564
Q401N2	Q96N21	0	0.3260923	0.87902445
Q9Y581	Q9UL63	1	0.21742798	0.6806122
Q96JP5	P61247	0	0.84030765	0.53676283
P34995	Q9Y450	0	0.2992735	0.8388355
Q86YP4	Q9UBB5	1	0.60860777	0.9528174
O95600	P46782	1	0.75167936	0.74663
P01106	Q16594	1	0.66449034	0.89177173
Q6ISU1	Q9NX58	0	0.22675867	0.7013567
Q93063	Q9P0R6	1	0.37376836	0.9362623
Q9H2K0	O75251	1	0.9329979	0.25005135
P30411	Q96B42	0	0.8002016	0.639516
O43927	Q99742	0	0.51546156	0.99904376
Q03989	O43741	1	0.37775102	0.9402208
Q9UKT9	Q9UBB5	1	0.7154289	0.8143616
P05198	Q96NA2	1	0.3386546	0.8958706
O95786	O43759	0	0.21670681	0.6789799
Q99583	P01106	1	0.6652999	0.8907038
Q9Y483	Q15022	1	0.7193695	0.8075081
Q15672	Q9H3R0	0	0.5106378	0.99954736
P55201	Q3B8N2	0	0.27029893	0.7889496
P57055	Q8N3Y7	1	0.51156986	0.9994646
P82932	P30989	0	0.16700408	0.55645484
O75381	P02686	0	0.7319375	0.78481996
Q13162	Q14592	0	0.41840306	0.9733678
P10176	Q96EY1	1	0.95313543	0.17867312
P13501	P14416	1	0.5634305	0.98390627
O15432	Q86UK7	0	0.132567	0.459972
P53539	P49642	0	0.57583463	0.9769964
Q96D03	Q9NPJ8	1	0.4188544	0.9736616
P41002	P62805	1	0.6085678	0.95285213
Q6UXA7	Q9Y5L4	1	0.63868874	0.9230617
P19404	Q9NP80	0	0.7418569	0.766021
O00585	P14416	1	0.461999	0.9942237
P55085	P04920	1	0.86577374	0.4648383
Q7L2E3	Q9H0C1	0	0.4942954	0.9998699
O60682	Q02363	1	0.5896439	0.9678559
Q9UGP8	O96000	0	0.8572066	0.48961383
P25440	Q86YP4	1	0.6201749	0.942232
P78371	P41597	0	0.5796523	0.974622
Q9GZR7	O43674	0	0.49537355	0.9999144
P61247	Q9H0R3	0	0.13629077	0.4708624
Q9UI09	Q2WGJ6	0	0.21061237	0.6650192
P46098	Q6UWU4	1	0.75087035	0.74825627
O15062	O95365	1	0.7437882	0.76226926
Q71U36	O60762	1	0.79009396	0.663382
Q92560	P25490	1	0.4015777	0.9612522
Q01664	Q9GZR7	0	0.41342783	0.970021
Q9P2X7	Q9C0J9	1	0.3626206	0.9245076
Q96LY2	Q15008	1	0.40220731	0.96174634
O60216	P62424	0	0.7028535	0.83540183
Q9Y3D5	P82650	1	0.9179589	0.30124137
O43638	Q13405	0	0.22516803	0.69786954
P78563	Q6ZVD7	1	0.5064409	0.99983406
P09382	Q16637	1	0.3726037	0.93508077
O15014	P30044	0	0.37552375	0.9380227
Q9NWZ8	Q96HC4	1	0.5178993	0.99871844
Q9NR77	Q08211	0	0.2121822	0.66864365
Q99714	Q12792	0	0.49760333	0.9999771
Q9Y6Y0	Q9BS40	0	0.46948266	0.99627477
P41002	Q9UJ83	1	0.5341698	0.9953297
Q6NUN9	Q8N6G5	0	0.18303527	0.59813344
Q9UGI8	P22362	0	0.7594876	0.7306647
P41002	Q8N8A6	1	0.42133093	0.9752447
Q6UWN0	Q03989	0	0.37010738	0.93251157
Q9H0E9	Q6SPF0	1	0.5815622	0.9733904
Q9Y618	O75376	1	0.8951071	0.37556154
O14957	Q9Y5L4	0	0.6724983	0.8809774
Q9NZB2	P26196	1	0.4624949	0.9943735
P31939	Q96DG6	1	0.42498624	0.97749174
Q13304	O75907	1	0.84470415	0.5247162
O75081	Q96S59	1	0.7587618	0.7321693
P30040	Q5TGU0	1	0.8094166	0.61704546
Q9UBB9	P31939	0	0.48380747	0.99895126
P63279	Q9Y4E5	1	0.3236642	0.87562275
Q8N8A6	O14880	0	0.46542025	0.99521697
Q9Y2K1	O43488	1	0.38090727	0.94326764
Q9GZW8	P62266	0	0.11966461	0.42137995
O95994	Q8N653	0	0.24204992	0.733847
Q9Y3S2	Q99677	0	0.2752665	0.79797935
P01106	P13010	1	0.51552886	0.9990354
Q9NYU2	P78423	0	0.8897339	0.39242992
P80188	Q9P2R6	0	0.49682042	0.9999595
Q58F21	Q8WXX5	1	0.5473213	0.9910428
P52569	Q9GZN7	0	0.3787649	0.94120824
Q5VYX0	P02808	1	0.4179506	0.9730715
Q8N1F7	Q9NQ11	0	0.5092422	0.99965835
P18621	Q9H7N4	1	0.78199047	0.6819255
Q9UKX7	P29083	1	0.6545967	0.90439945
Q9BX68	P82912	1	0.87546104	0.436116
Q96S59	Q16698	1	0.35024625	0.91029525
Q08211	P27540	0	0.7037043	0.83401823
Q6UWN0	O75475	0	0.3754187	0.937918
Q401N2	Q8WY22	1	0.61552805	0.9466131
Q9Y5Y3	Q9NX76	1	0.83305055	0.55630934
P05090	P25208	0	0.23971684	0.7290107
P62899	P46013	1	0.7476365	0.75470465
Q8IYD1	Q9NZB2	1	0.24450059	0.7388802
P54274	Q9UH92	0	0.6500181	0.9099783
O95274	Q96S52	1	0.62825996	0.93419755
O14880	Q9UI09	1	0.92228395	0.28670508
Q9H8H2	P35268	1	0.80646205	0.624324
Q9UI95	Q9NY93	1	0.5137694	0.9992416
Q9UIG0	Q96T23	1	0.7991924	0.6419356
Q8NBP5	Q9UKD1	0	0.24054062	0.7307233
Q99497	Q06136	0	0.74334794	0.7631271
O95600	Q7Z3K3	1	0.79533	0.6511208
O75478	P46782	0	0.65422726	0.9048558
O94762	Q9H2U1	1	0.72995496	0.78848284
Q9BQ95	P03886	1	0.8449206	0.5241192
P0C7P0	P10620	1	0.8246415	0.57843155
Q9GZR5	Q13323	1	0.5123703	0.9993879
P14854	Q969R5	0	0.58745915	0.96940356
Q14145	Q15022	0	0.4618184	0.99416864
O75683	Q495W5	0	0.38934806	0.95102465
P0C5Z0	P82930	0	0.6428419	0.9183848
Q9H9B4	Q99750	0	0.627537	0.93493724
Q14146	O43524	0	0.49207526	0.99974877
Q86UK7	O15372	1	0.5509004	0.9896366
Q99459	Q8N2M8	0	0.7796868	0.6871012
O15444	Q9C086	0	0.47549608	0.9975983
Q9Y5Y3	Q9BYC8	0	0.12690718	0.44320703
P49715	Q9UPW5	0	0.5805762	0.9740299
Q7Z7K2	Q9BYC8	1	0.80531687	0.62712646
Q8N680	A3KN83	1	0.72690517	0.7940562
Q03135	P38117	1	0.3070913	0.8511449
O60885	Q9NW08	1	0.3720414	0.9345064
P01106	Q96DT7	1	0.6759766	0.876129
Q9H2F3	Q9NY35	0	0.4818984	0.9986893
Q9H300	Q96EY8	1	0.88400096	0.41017306
Q96KM6	Q14592	0	0.822982	0.5827305
Q9NVM6	Q9UQ35	1	0.5625069	0.98437154
P26358	Q49AN0	0	0.43491486	0.9830558
P18621	P61619	1	0.15859549	0.5337718
O14867	Q13838	1	0.5310681	0.9961391
Q9H0U6	Q5T653	1	0.95467013	0.1731003
P15336	Q5T230	1	0.78969604	0.66430485
O95182	Q9BQ95	0	0.43125242	0.9810951
Q99742	Q9NXB0	1	0.38348076	0.945693
Q14197	P01100	0	0.33272746	0.88807964
Q9BQA5	P05388	0	0.6096943	0.95186865
O60832	Q5MJ10	0	0.23038462	0.7092302
Q03135	P37840	1	0.7318496	0.78498304
Q9BZQ6	P13667	1	0.7858867	0.67307514
Q13217	Q6P179	1	0.55850005	0.98631096
P41002	P30876	1	0.62340033	0.9390894
Q53RY4	Q96HC4	0	0.50910777	0.9996682
Q12906	Q5T4S7	0	0.27278063	0.7934854
Q96G42	P25440	0	0.2830265	0.81169003
O15514	Q9BVG9	0	0.22179021	0.69039726
O00746	P13501	0	0.5885031	0.9686688
O75444	P01308	0	0.25331792	0.7565918
Q09161	Q9NR77	0	0.46039	0.9937242
Q9C009	Q9NZB2	1	0.82142305	0.5867489
Q86VW1	Q8TCT6	1	0.8167653	0.59863895
Q14197	Q8TDD1	1	0.7275104	0.7929561
P43351	Q71U36	1	0.45498502	0.9918946
P61244	Q9NXR8	1	0.67693806	0.8747717
Q7L2E3	Q9Y618	0	0.5099396	0.9996048
Q8IWL3	O95881	0	0.85830104	0.48648146
Q5T0J3	Q8NCN5	1	0.5722641	0.9791116
Q9NQX0	Q12905	0	0.5018023	0.999987
Q9UEG4	Q9Y2E8	0	0.12247791	0.4299083
P23528	Q9NRM0	0	0.24772224	0.7454237
Q9UJ83	Q96E35	1	0.3876019	0.9494667
P80188	Q969M7	1	0.71089697	0.82208985
P25440	O15446	1	0.7402058	0.7692047
P53634	Q99459	0	0.27177182	0.7916476
Q9C0J9	Q8NHQ9	0	0.45415	0.99159116
P0CAP2	P30876	1	0.64174014	0.91963893
P41231	Q96AA3	1	0.67607826	0.8759858
O43193	Q9NWS8	1	0.49448466	0.99987835
Q96D31	O15119	0	0.14553533	0.4974192
Q14592	Q8N427	0	0.43595102	0.98359096
P63279	O15265	1	0.38967857	0.95131665
O15467	P61073	1	0.591638	0.96640986
Q9H116	P29371	0	0.09860153	0.35551706
P55011	Q96HR3	0	0.23626852	0.7217828
O14880	Q04837	1	0.84245116	0.5309088
P35659	Q9UGM1	0	0.09934981	0.35791773
Q12906	P25440	0	0.7846304	0.6759421
Q9UH92	O14867	1	0.55015975	0.989936
Q8WUU4	Q9UBB5	1	0.7747706	0.6980044
P10620	Q9UNL2	0	0.83224654	0.558449
Q8TD20	Q9H300	1	0.641752	0.91962546
Q99941	P17861	1	0.83742344	0.54458165
Q8IXM2	Q7RTS1	0	0.5227316	0.9979331
Q9NZC7	P30876	1	0.533993	0.9953779
P54886	O15431	0	0.21899924	0.6841543
Q9BUJ2	Q9H2C0	0	0.38957754	0.95122755
P01106	Q16718	1	0.27178484	0.7916714
A0JLT2	O75586	1	0.7736403	0.700484
O94761	Q8NHS3	0	0.1671557	0.5568587
P01106	Q16649	1	0.74678576	0.7563872
O15353	Q9NZI7	1	0.5873746	0.9694627
Q8NBS9	Q13162	1	0.90044415	0.35857794
Q969M3	Q13952	0	0.27819774	0.80321497
Q9NWS8	Q9Y3E2	0	0.8396368	0.5385874
Q6ZSJ9	Q8N2M8	0	0.11809328	0.41658905
O95994	P54709	0	0.43821394	0.98472995
Q8WWR8	P10809	1	0.5489241	0.9904257
P46926	Q9UGU0	0	0.42761546	0.97904193
Q9Y320	O95237	1	0.69841635	0.8425238
Q9UKG4	Q66K89	0	0.15360793	0.5200501
Q86U28	Q9Y3A3	1	0.21827826	0.6825314
P04844	Q8TCT9	1	0.89358854	0.38035223
P78330	P62857	1	0.66776574	0.8874186
Q9UBB9	O43918	0	0.67752784	0.87393546
Q9Y4X4	O60756	1	0.2457689	0.7414662
Q92665	Q96DV4	0	0.9350979	0.24275936
P35268	Q9NX58	0	0.8832987	0.41232845
Q99750	Q969Q0	0	0.14376184	0.4923775
Q96C86	Q9H3N1	1	0.8943194	0.3780488
Q969T4	Q9HCE9	0	0.36737922	0.92964697
Q9GZM5	Q8N0V3	0	0.27148035	0.7911151
Q8TDD1	P18621	1	0.9034476	0.34892005
P30086	Q9NXE8	1	0.24261607	0.7350141
Q99853	Q96KR1	1	0.7934149	0.6556308
Q92785	Q8N335	0	0.5518255	0.98925644
P43234	Q9UJX4	0	0.34658885	0.90586007
Q9Y2R4	Q8NCK7	0	0.17940982	0.58888775
O95994	O95274	1	0.8078751	0.6208517
P63208	Q9Y2Z2	0	0.33787903	0.8948671
P14854	Q7Z7E8	0	0.48943818	0.9995538
Q96E22	Q13485	0	0.31471732	0.8626813
Q5T619	O75683	0	0.84083515	0.5353256
O14497	Q16540	0	0.32325488	0.87504464
Q8TAA9	Q16540	0	0.113114655	0.4012789
Q13423	P15144	0	0.4505763	0.9902292
Q8IWL3	P09622	0	0.9056686	0.3417319
Q8N6T7	Q96HA1	1	0.6690911	0.8856328
Q96FI4	Q49A26	1	0.7752952	0.69685024
Q9NYV6	Q12830	0	0.7017401	0.83720374
P16401	Q9UPP1	1	0.687793	0.8589351
O95562	O75752	0	0.68500143	0.8630979
Q9H7E9	P17098	0	0.65320426	0.9061138
P62263	Q9P0J7	0	0.5258073	0.9973359
P32314	P63208	1	0.2930113	0.8286227
P49407	P41597	1	0.82814586	0.56928116
Q8TDG4	P02724	0	0.1426376	0.48916844
Q75WM6	P49711	1	0.5407685	0.9933517
Q5T3I0	P41002	0	0.5688585	0.98103404
O43676	O75306	1	0.84739083	0.51727843
O43614	Q8TAD4	1	0.7662946	0.71634877
Q9Y221	Q8N2G8	0	0.5628566	0.9841962
P57738	Q96FZ5	1	0.76877785	0.7110339
Q9BYC8	Q9UHB6	0	0.2909652	0.8252178
P24864	Q08050	1	0.71163857	0.8208365
Q9UF47	Q8N6F1	0	0.58889997	0.9683872
Q9NRX2	Q9HAZ2	0	0.7469084	0.75614494
P25398	P39019	1	0.886378	0.40284818
Q9Y4U1	P68036	1	0.44402936	0.9874692
Q5NE16	Q96EB6	0	0.64177305	0.9196016
Q9UJW3	P78347	1	0.57209426	0.97920966
Q9NZC7	P30044	1	0.62374485	0.93874884
P09669	Q8TDD1	0	0.3474468	0.90691006
P48146	Q08380	0	0.60066664	0.9594649
P41002	P55789	1	0.41425142	0.9705887
Q92620	Q02363	0	0.29082307	0.82498
O00214	A1A5C7	1	0.58367497	0.971994
P05388	Q96LY2	0	0.31794092	0.86741793
Q9H0G5	P27540	0	0.49418077	0.99986446
Q9NRC8	Q12906	0	0.42339218	0.97652495
Q9H2P0	Q96GQ7	0	0.7276395	0.79272103
Q9NY35	Q9Y3S2	0	0.10761702	0.3841424
Q9P2Y4	Q9P2X3	0	0.5294385	0.9965335
P37108	Q9UNZ2	1	0.44538948	0.9880707
Q12906	P51800	0	0.29737577	0.83577365
Q92886	Q92793	1	0.59603655	0.96310794
P0C5Z0	Q9ULD5	1	0.7130202	0.81848955
P17987	P29373	0	0.6823608	0.8669781
P05198	Q8WW38	0	0.5783201	0.97546387
P13232	P18850	1	0.6351218	0.9269684
Q92979	O14901	0	0.5701967	0.9802897
Q14241	Q96IK5	1	0.3057039	0.84899616
Q9Y5L4	Q8N8A6	0	0.42111498	0.9751086
Q8TDU9	Q8WXF3	1	0.5969818	0.9623781
Q9NWS9	Q401N2	0	0.18849312	0.61185384
P19532	P35244	1	0.24442488	0.7387254
Q9UGQ2	Q9UGP8	1	0.866253	0.4634349
P49281	O95365	0	0.11857497	0.41805977
P26373	Q96GQ7	1	0.83860284	0.54139245
Q7L2E3	O00746	1	0.71549577	0.8142463
Q9NWS0	O00566	0	0.40901077	0.96688384
P15313	Q6IAA8	1	0.39733845	0.9578424
Q96HH4	Q9HBR0	1	0.8725687	0.4447702
Q86T24	Q92993	1	0.61035013	0.9512914
Q7L014	Q9UK53	0	0.47424614	0.99734694
P43115	Q9Y394	1	0.6138047	0.94819397
Q9P0R6	Q8TAD4	0	0.34289098	0.901267
Q92908	P08047	1	0.79864055	0.6432553
Q9Y320	Q96JP5	0	0.21781836	0.68149406
Q8N680	Q92993	1	0.6771399	0.87448585
Q9Y2Y1	A0AVK6	0	0.5265563	0.99717903
O00585	O15444	1	0.73776305	0.77387494
Q9H2F5	Q96KC8	0	0.25593206	0.76172334
Q9UKX7	O15321	0	0.24559812	0.7411187
Q96MF4	Q16795	0	0.3391515	0.896511
P04844	P45880	1	0.64161795	0.9197774
O95182	Q16718	1	0.43506822	0.9831354
P01308	P62899	1	0.5625131	0.98436844
Q9NUH8	Q96JQ5	1	0.51454407	0.99915385
Q9H6H4	Q14210	0	0.6581373	0.89997035
Q969F8	P31025	1	0.51861477	0.99861395
Q53GT1	P21675	0	0.3124768	0.8593402
P14635	Q5VYS8	1	0.5787112	0.9752182
P78563	P62854	1	0.38981155	0.9514341
Q3ZAQ7	Q6ICL7	1	0.81233346	0.6097912
Q9NUA8	Q69YG0	0	0.19137497	0.6190024
P52739	P29375	1	0.7212457	0.80420136
O95600	Q13129	1	0.7151343	0.81486887
Q13520	O00626	1	0.62711537	0.93536675
Q92905	Q9NX24	0	0.62543726	0.93706197
Q9P2Y4	P62854	0	0.84014285	0.53721136
O60756	Q9BUJ2	1	0.40478426	0.9637359
O75419	Q8IZ40	0	0.55109626	0.98955667
P15336	Q9NR30	0	0.6632089	0.8934514
P30411	P41595	1	0.76757896	0.713606
Q6UWN0	Q9BV94	1	0.79725844	0.6465497
Q9BTP7	P17028	0	0.650238	0.9097142
O75940	Q6PK04	0	0.7961669	0.64914066
Q9NY93	P19404	0	0.70857334	0.82598865
Q9HAZ2	Q99459	1	0.7068827	0.8287982
O95600	P57678	0	0.56969583	0.98056996
P32248	Q9NXA8	0	0.44230312	0.98668426
Q9NV96	Q15738	1	0.39978832	0.95983046
P18848	Q9Y4U1	0	0.43811968	0.98468333
O94761	P0C5Z0	0	0.63913	0.92257136
Q96C28	P82650	1	0.7199751	0.8064438
Q9HD45	Q9BY12	0	0.15320091	0.51892155
Q9Y4X4	Q8IWI9	1	0.6402839	0.92128175
P63220	Q7Z4Q2	0	0.46198198	0.99421847
P55085	P54707	1	0.66948706	0.88509655
Q9BZE0	P01106	1	0.6012085	0.95902735
Q96EB6	Q9BX68	0	0.29452524	0.83112043
P61247	P15374	0	0.25749755	0.76477027
P15954	P45880	1	0.6579956	0.9001496
Q99684	Q13105	1	0.8925548	0.38360286
P15313	O15014	0	0.41624933	0.9719433
P51608	Q9H0W5	0	0.3445883	0.90338886
P46013	P13010	0	0.44877824	0.9895053
Q9NV56	Q71U36	1	0.38792294	0.94975495
Q5T4S7	P61513	0	0.4868166	0.9993047
Q9H1E5	Q5SSJ5	0	0.19444443	0.62654316
Q96DV4	Q9NX24	1	0.6722699	0.88129234
Q9BU19	P15923	0	0.68468803	0.86356133
Q8N6T7	Q16637	1	0.5082907	0.99972504
P17987	Q15532	0	0.29663664	0.8345734
Q96N21	Q9BXP2	0	0.29940543	0.83904725
Q9BYV9	O14867	1	0.699378	0.84099364
Q9UBY8	O96005	0	0.80072147	0.6382664
Q401N2	O75190	0	0.4144443	0.9707208
Q12952	Q6ZN18	0	0.6503991	0.90952045
P30556	Q96DE5	0	0.30522734	0.84825444
Q9NWS8	P82930	1	0.29361472	0.8296204
P78563	Q14197	0	0.22274995	0.6925296
Q53RY4	Q8IY37	0	0.12834434	0.44748828
Q96D03	Q9Y3D7	0	0.39440522	0.9553989
O15514	Q9H2F3	0	0.553491	0.98855484
O96000	P49715	0	0.20999941	0.6635986
O43889	P10809	0	0.24644187	0.74283314
P10620	P01282	1	0.92201805	0.28760305
O95273	Q96Q45	0	0.60231286	0.95812833
P13667	P00403	0	0.7362993	0.7766506
Q9UJV9	O00422	1	0.5773618	0.97606057
P17676	P48735	0	0.18985483	0.61523986
P56556	Q96JP5	0	0.63855296	0.9232123
O60832	Q9UI09	0	0.6917659	0.85290337
Q7KZN9	P30041	1	0.82790196	0.5699212
Q9BUZ4	Q9BQ83	0	0.6239206	0.93857473
Q9Y5P6	O00303	0	0.4579801	0.9929373
Q9BVI0	Q9NU23	0	0.5723427	0.97906613
P18621	Q15369	0	0.23732723	0.7240121
Q9P0K8	Q13952	1	0.68941385	0.8564896
Q8N653	Q9BVG9	0	0.19211763	0.6208338
O94761	Q8TCC3	1	0.38343456	0.94565004
Q6IAA8	Q8IXH7	1	0.33417022	0.89000195
Q86U44	Q9ULX6	1	0.66534567	0.89064324
P43681	Q7Z6M1	0	0.27052885	0.78937197
Q66K80	P05388	0	0.55148864	0.9893957
Q99853	Q92522	0	0.6665407	0.8890568
P49848	O60911	0	0.36232245	0.92417955
Q9H2P0	Q8IWI9	1	0.68096006	0.86901385
O75478	O95402	1	0.701937	0.83688575
Q13162	Q9UJ37	0	0.75976944	0.73007935
Q9NUH8	P46782	0	0.25879553	0.76728165
O75947	Q9NXE4	0	0.19801408	0.635218
P13667	Q6P179	1	0.609852	0.95173013
P0CW19	Q16342	0	0.34233034	0.9005611
P17040	P16401	1	0.6395849	0.92206424
Q9H0W5	Q6N075	0	0.321778	0.8729477
P40429	Q9HCK5	0	0.46572444	0.9953007
Q9BYC8	Q9P003	0	0.1700457	0.56452066
Q9C002	Q04837	1	0.8092826	0.6173771
P09001	P49411	1	0.9281749	0.26666498
P07737	Q96SF2	0	0.65374935	0.90544456
Q16637	P41182	0	0.6347717	0.92734635
Q9NPJ1	P50991	1	0.7570181	0.7357668
Q86UK7	P16615	1	0.14137772	0.48556024
Q15102	Q9UKR5	1	0.53585994	0.99485624
P62280	Q9H9B4	0	0.2920586	0.82704145
Q58F21	P47775	0	0.12124372	0.42617473
Q969K7	O43653	1	0.69949734	0.84080327
P04844	Q96P70	1	0.5461592	0.9914773
Q8TDT2	Q9P0S3	1	0.7617058	0.72604024
Q05952	Q96EB6	1	0.66712743	0.8882737
P01106	P21675	1	0.53758633	0.99434906
Q6UWN5	Q5VZL5	0	0.2277643	0.7035509
P13667	Q96EB6	0	0.40430543	0.96337014
P40429	Q7L2E3	1	0.7968916	0.6474214
P55201	Q86UP3	1	0.62108743	0.94135135
Q53RY4	Q96HR9	1	0.8486441	0.51378924
Q96EL2	Q6IBW4	0	0.26671627	0.78231484
Q9H112	Q96BK5	0	0.33509627	0.89122707
P55317	Q9GZR7	1	0.5171633	0.9988217
Q92905	Q14686	0	0.508348	0.9997212
Q9H3N1	Q9Y320	1	0.9027453	0.35118487
P85037	O15431	0	0.19773807	0.6345509
Q10471	P01034	0	0.77271783	0.7024999
Q14697	P40227	1	0.5927979	0.96555424
O15353	Q8NBS9	1	0.19893086	0.6374295
Q96EL3	Q9BYC8	1	0.17748405	0.58393383
P30556	Q6ZST4	1	0.5100931	0.99959254
Q5JXX7	Q86YP4	0	0.26069218	0.7709271
P06454	P61604	1	0.58937424	0.968049
Q9UBB9	Q96NC0	1	0.87978643	0.42304906
Q7Z7H8	Q8TAE8	1	0.94783294	0.19778262
O95994	Q14554	0	0.8550645	0.49571678
Q6NUN9	P13010	1	0.56205785	0.9845953
Q8TDT2	Q9BSR8	1	0.82483727	0.577923
Q9NUD5	Q8IY92	0	0.6734348	0.87968147
Q06432	Q9C0E2	1	0.5142405	0.99918884
Q13323	Q9UBB9	0	0.27899218	0.8046222
Q14894	O94761	0	0.44233298	0.98669803
Q8N6G5	Q8TAD4	1	0.69038326	0.8550169
O15304	Q8IXX5	0	0.6804879	0.8696965
Q9BQC6	Q13404	0	0.3740962	0.93659294
P63241	Q9NZV5	0	0.55599844	0.9874567
Q15022	Q8IZR5	0	0.1284838	0.4479029
Q16254	Q9NR30	0	0.30434567	0.8468775
Q99523	O43759	0	0.6969255	0.84488136
Q13127	Q8NAC3	0	0.26842755	0.78549683
Q9NX36	Q96PN7	0	0.39163178	0.95302534
O95619	P23769	0	0.52507216	0.9974855
Q9P2X7	O15534	1	0.5034196	0.9999532
P08195	P46013	0	0.24226223	0.73428494
Q96LL9	Q9UI09	1	0.9081986	0.33349562
P01106	Q96FW1	0	0.34829476	0.9079421
P40227	Q8TDD1	0	0.50117075	0.9999945
Q9NRC8	Q14166	1	0.66432434	0.89199007
P62899	O14960	0	0.533436	0.99552816
P23769	P10809	1	0.31448013	0.8623295
Q14562	O95926	1	0.68736815	0.8595727
P08047	P36956	1	0.2752342	0.7979213
Q9Y3S2	Q9H8H0	1	0.68726146	0.85973257
O95273	Q9NVH1	0	0.62401474	0.9384814
